Geo Point;Geo Shape;OBJECTID;IDREFLIGA;IDREFLIGC;INDICE_LIG;RES_COM;RESEAU;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;IDF;EXTCODE
48.8418065256, 2.40949888144;"{""type"": ""LineString"", ""coordinates"": [[2.408866850400784, 48.8398410732243, 0.0], [2.408961463532976, 48.84013345304594, 0.0], [2.408990940465171, 48.84022482609911, 0.0], [2.409072692607223, 48.840504017837006, 0.0], [2.409116067986305, 48.84061902358804, 0.0], [2.409201591222205, 48.840881891512055, 0.0], [2.409757792032256, 48.842608387234954, 0.0], [2.409885244920176, 48.84300521252215, 0.0], [2.410037719462863, 48.843484968283505, 0.0], [2.41013203807822, 48.84377178668507, 0.0]]}";1610.0;A01193;C01391;3;T3A;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112013:T3A
48.9326629467, 2.29857959968;"{""type"": ""LineString"", ""coordinates"": [[2.301291291129663, 48.93279020802075, 0.0], [2.301220390384253, 48.93251933745803, 0.0], [2.301175344107643, 48.93243151325283, 0.0], [2.301115214892289, 48.93239118900318, 0.0], [2.301034812146941, 48.9323545531931, 0.0], [2.300933958225158, 48.93233492958497, 0.0], [2.30084729242225, 48.93233442401981, 0.0], [2.300743191124457, 48.93234143098413, 0.0], [2.300031454566507, 48.9324172233191, 0.0], [2.299669807549598, 48.93245508413516, 0.0], [2.299530962568381, 48.932467597529296, 0.0], [2.299400834031286, 48.932476354107855, 0.0], [2.299173878906397, 48.932488351971884, 0.0], [2.298886243248888, 48.932500945881344, 0.0], [2.298683791064, 48.93251689287489, 0.0], [2.298549253318292, 48.932531334144315, 0.0], [2.296796514845554, 48.93278184343072, 0.0], [2.296668991348676, 48.93281155059615, 0.0], [2.296581810072839, 48.93284910963893, 0.0], [2.296500264440373, 48.932897170380606, 0.0], [2.296429965787547, 48.93296813915899, 0.0], [2.296387188245112, 48.93303355895612, 0.0], [2.29637366046399, 48.93307250169263, 0.0], [2.296262459390908, 48.933390686160465, 0.0], [2.296181777231794, 48.93348158059298, 0.0], [2.296050912919168, 48.93354458000293, 0.0], [2.295922020386378, 48.933568568710506, 0.0]]}";1613.0;A01191;C01389;1;T1;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112011:T1
48.933477117, 2.29526046029;"{""type"": ""LineString"", ""coordinates"": [[2.295922020386378, 48.933568568710506, 0.0], [2.295652123859516, 48.933550802724966, 0.0], [2.295358085061835, 48.93350243781223, 0.0], [2.294602989386074, 48.933355382229045, 0.0]]}";1619.0;A01191;C01389;1;T1;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112011:T1
48.849613384, 2.41096299804;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.411154668948927, 48.84758893031487, 0.0], [2.411140663726829, 48.84752123361828, 0.0], [2.411126286348139, 48.84748804237053, 0.0], [2.411107612108806, 48.84745693085942, 0.0], [2.411085290770403, 48.847428764761275, 0.0], [2.411059214229479, 48.84740322247301, 0.0], [2.411029523996061, 48.84738044318935, 0.0], [2.410996322784603, 48.84736050205984, 0.0], [2.410960341500675, 48.84734371565522, 0.0], [2.410921128628869, 48.8473297633789, 0.0], [2.410878750689137, 48.847318667139845, 0.0], [2.410833266085396, 48.84731044341076, 0.0], [2.410784742840169, 48.84730510151682, 0.0], [2.410733214981011, 48.84730264431995, 0.0], [2.410678724720188, 48.84730307382302, 0.0], [2.40965605640417, 48.84739389049608, 0.0]], [[2.411154668948927, 48.84758893031487, 0.0], [2.411172197609698, 48.84771275228956, 0.0], [2.411213896246061, 48.848010995887044, 0.0], [2.411253604436056, 48.84832588560317, 0.0], [2.411295176356425, 48.84863543054074, 0.0], [2.411331313267522, 48.84886761334574, 0.0], [2.411348844130621, 48.84899143605841, 0.0], [2.411360892810457, 48.84912177456799, 0.0], [2.411358714054376, 48.849234792596185, 0.0], [2.411334703158301, 48.84944526397384, 0.0], [2.411214581810407, 48.850107437346466, 0.0], [2.410933208825992, 48.8517270480544, 0.0], [2.410869575384146, 48.85213137467559, 0.0], [2.410801812285185, 48.8526438742911, 0.0], [2.410741136126437, 48.85298727790374, 0.0]]]}";1620.0;A01757;C01679;3;T3B;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112003:T3B
48.8745333072, 2.40794833563;"{""type"": ""LineString"", ""coordinates"": [[2.408577577424641, 48.87240409441091, 0.0], [2.408537363303342, 48.87269102221869, 0.0], [2.40848599919699, 48.87305298643375, 0.0], [2.408439256175569, 48.87335733063182, 0.0], [2.408375674455264, 48.873619711400984, 0.0], [2.408277248042592, 48.87390095599983, 0.0], [2.408196435989193, 48.87415563763391, 0.0], [2.408098656528367, 48.87437977849391, 0.0], [2.407992219165962, 48.87460387551569, 0.0], [2.407887339688682, 48.87483369086203, 0.0], [2.40721564514209, 48.87624583414235, 0.0], [2.407034921962184, 48.87656877529156, 0.0]]}";1625.0;A01757;C01679;3;T3B;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112003:T3B
48.8780986958, 2.40421154715;"{""type"": ""LineString"", ""coordinates"": [[2.407034921962184, 48.87656877529156, 0.0], [2.406854196551487, 48.87689171517408, 0.0], [2.406632028913935, 48.87727343721557, 0.0], [2.406533628107843, 48.877424284099824, 0.0], [2.406497013205023, 48.87747169238988, 0.0], [2.406464790726144, 48.87751341170367, 0.0], [2.406410828045976, 48.87756358842375, 0.0], [2.406354033175164, 48.877608993621514, 0.0], [2.406292985380084, 48.87764771366951, 0.0], [2.406242135193613, 48.87767791905327, 0.0], [2.406176801844106, 48.8777128109243, 0.0], [2.406102832514813, 48.87774575693572, 0.0], [2.406007208250126, 48.87777954694564, 0.0], [2.405923256695696, 48.87780197332537, 0.0], [2.405833546005268, 48.87782341957207, 0.0], [2.405528390794322, 48.8778828188818, 0.0], [2.403194274811058, 48.87832616250713, 0.0], [2.402420560728749, 48.87847363743113, 0.0], [2.402206238304295, 48.87853919328768, 0.0], [2.402100400571739, 48.87858244676831, 0.0], [2.401914477832625, 48.8786881190981, 0.0], [2.40183297218126, 48.87874862610898, 0.0], [2.401786316029312, 48.87879027201803, 0.0], [2.401722083235019, 48.8788546730171, 0.0], [2.401701575178207, 48.878881220331394, 0.0], [2.401417669208879, 48.879225301551074, 0.0], [2.401222432287415, 48.879469643972286, 0.0]]}";1626.0;A01757;C01679;3;T3B;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112003:T3B
48.8870606637, 2.39634289658;"{""type"": ""LineString"", ""coordinates"": [[2.396751287440386, 48.88501678918665, 0.0], [2.396717024527988, 48.88524920869868, 0.0], [2.396607627278079, 48.88594054661692, 0.0], [2.396529888265382, 48.886484100485795, 0.0], [2.396502041540912, 48.88664528784616, 0.0], [2.396464807514807, 48.88686924554023, 0.0], [2.396407444060713, 48.88714878055078, 0.0], [2.396359527921665, 48.88735514478465, 0.0], [2.396136875145937, 48.88816637050284, 0.0], [2.396113374226313, 48.888232638992136, 0.0], [2.396097823722312, 48.88826682471033, 0.0], [2.396083429102873, 48.88829459150336, 0.0], [2.39606362340266, 48.888322331001795, 0.0], [2.396042766664905, 48.88834721074901, 0.0], [2.396017589888968, 48.888371353740716, 0.0], [2.395991305481988, 48.88839763332276, 0.0], [2.395961774130225, 48.88842389651892, 0.0], [2.395935539358061, 48.888445892870884, 0.0], [2.395895075402751, 48.88848138099201, 0.0], [2.395867625304918, 48.888514792576366, 0.0], [2.395828078369334, 48.88856456202387, 0.0], [2.395803701178, 48.88861297988098, 0.0], [2.395788208333744, 48.888642169211444, 0.0], [2.395776118362847, 48.88867626891686, 0.0], [2.39575509709845, 48.88875032355244, 0.0], [2.395681074711603, 48.88900764950694, 0.0]]}";1628.0;A01757;C01679;3;T3B;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112003:T3B
48.8369975246, 2.2746171971;"{""type"": ""LineString"", ""coordinates"": [[2.271174403433847, 48.83807589055981, 0.0], [2.271471421873426, 48.83795806607422, 0.0], [2.271854194428046, 48.83781849528561, 0.0], [2.27265571510813, 48.837532352200384, 0.0], [2.272907832099508, 48.837448207872725, 0.0], [2.274056255354431, 48.83708565535805, 0.0], [2.274634944143773, 48.83692140388902, 0.0], [2.275056030623676, 48.83681731604956, 0.0], [2.275549470136647, 48.836702797817885, 0.0], [2.276768560757034, 48.83642085257669, 0.0], [2.277057752761983, 48.836357074153646, 0.0], [2.278119178310992, 48.836122980192656, 0.0]]}";1630.0;A01193;C01391;3;T3A;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112013:T3A
48.8353025111, 2.28108158605;"{""type"": ""LineString"", ""coordinates"": [[2.278119178310992, 48.836122980192656, 0.0], [2.278237951915641, 48.83609678405708, 0.0], [2.278545683690248, 48.836029383303604, 0.0], [2.278886774789366, 48.835952306842685, 0.0], [2.279136697498584, 48.83588988213628, 0.0], [2.27918442915688, 48.83587717651966, 0.0], [2.279327472206564, 48.83583910001133, 0.0], [2.279778361451642, 48.83570762905595, 0.0], [2.280111493313643, 48.83560738813478, 0.0], [2.280892373310332, 48.835377397016735, 0.0], [2.281109972614775, 48.835314455471575, 0.0], [2.281269227285819, 48.83526722579823, 0.0], [2.28185500116781, 48.83509729971104, 0.0], [2.282259596293275, 48.834973342612216, 0.0], [2.28255746721389, 48.8348780483874, 0.0], [2.282918239478059, 48.83475152918301, 0.0], [2.283174875597654, 48.83465981933597, 0.0], [2.284007243303418, 48.83435816545286, 0.0]]}";1631.0;A01193;C01391;3;T3A;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112013:T3A
48.8201819902, 2.35559088413;"{""type"": ""LineString"", ""coordinates"": [[2.350932878064576, 48.82087335522631, 0.0], [2.351058070052232, 48.82087456714488, 0.0], [2.351220540831439, 48.82087592453946, 0.0], [2.352043120207179, 48.820875955304565, 0.0], [2.352355171950101, 48.82087350869158, 0.0], [2.353040531642785, 48.82087757581044, 0.0], [2.354521580837046, 48.82088507611958, 0.0], [2.354755292701444, 48.820884641251176, 0.0], [2.354962669944396, 48.82088291716119, 0.0], [2.355048698996813, 48.82087378931869, 0.0], [2.355108594452975, 48.82086429652927, 0.0], [2.355184164478724, 48.82084703485318, 0.0], [2.355241679158166, 48.82082949769832, 0.0], [2.355318771835085, 48.8208024292168, 0.0], [2.355571900674191, 48.82070242188295, 0.0], [2.355747749934256, 48.82063421434869, 0.0], [2.35582124958633, 48.820602037491916, 0.0], [2.355866670047883, 48.82057584130629, 0.0], [2.355922622393609, 48.82054294569088, 0.0], [2.355963954557442, 48.82051428383119, 0.0], [2.355999407265259, 48.82048714262131, 0.0], [2.35609568032677, 48.82041526100264, 0.0], [2.356628138289168, 48.81999993693929, 0.0], [2.356819017384005, 48.81985232954055, 0.0], [2.357001670047731, 48.819710058579666, 0.0], [2.3571144403597, 48.81962404741202, 0.0], [2.357208221408471, 48.819558398557994, 0.0], [2.357427561086184, 48.819416736051416, 0.0], [2.35755774901955, 48.819350659286634, 0.0], [2.357706561575916, 48.81928312739414, 0.0], [2.357905950071034, 48.819210824086895, 0.0], [2.358032409485907, 48.81917304467954, 0.0], [2.358184737285864, 48.81913307909312, 0.0], [2.358345662256725, 48.81910146163143, 0.0], [2.358516250304362, 48.81907524890897, 0.0], [2.358732190184381, 48.819053205872244, 0.0], [2.359177424726857, 48.81901166170219, 0.0], [2.359354475799134, 48.818997646547665, 0.0], [2.359503145387738, 48.81899558746953, 0.0], [2.359607960817337, 48.818999360566345, 0.0], [2.359819756346946, 48.81901995639567, 0.0], [2.360129742015262, 48.81905151465142, 0.0]]}";1636.0;A01193;C01391;3;T3A;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112013:T3A
48.9770832819, 2.37483197928;"{""type"": ""LineString"", ""coordinates"": [[2.377419674665871, 48.97666569235197, 0.0], [2.377108630538615, 48.97671285194592, 0.0], [2.376692916847606, 48.97677778819444, 0.0], [2.376163498216597, 48.97686021381992, 0.0], [2.375933115401471, 48.97690231790471, 0.0], [2.375536037780502, 48.9769801955793, 0.0], [2.375160138999204, 48.97704009835741, 0.0], [2.374763964948241, 48.97710275029474, 0.0], [2.373577676464839, 48.97728499969507, 0.0], [2.37252357000156, 48.97744834683884, 0.0], [2.372242923708274, 48.9774930899753, 0.0]]}";1655.0;A01760;C01684;5;T5;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112015:T5
48.7852675609, 2.36692033824;"{""type"": ""LineString"", ""coordinates"": [[2.366982278036578, 48.78327045136611, 0.0], [2.366840574015374, 48.786096377689915, 0.0], [2.366935799846674, 48.786306263072674, 0.0], [2.366967987155905, 48.78661049844894, 0.0], [2.366943966200154, 48.78725467024553, 0.0]]}";1659.0;A02134;C01774;7;T7;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112017:T7
48.7587843598, 2.36787971222;"{""type"": ""LineString"", ""coordinates"": [[2.368364698633332, 48.75673943351173, 0.0], [2.368307450946602, 48.75774812427107, 0.0], [2.368295173840274, 48.75804885871443, 0.0], [2.368277989490791, 48.75827912662529, 0.0], [2.36827840441093, 48.75848283483992, 0.0], [2.368320280859119, 48.75882954645149, 0.0], [2.368330323434917, 48.75918941638556, 0.0], [2.368321686020228, 48.759427344729424, 0.0], [2.368306251987923, 48.75951293351786, 0.0], [2.368276699541843, 48.75957560217575, 0.0], [2.368206766469763, 48.75964376857345, 0.0], [2.368114028097523, 48.759692777000936, 0.0], [2.368025817247184, 48.7597146790023, 0.0], [2.367963956945072, 48.75972053970277, 0.0], [2.367671906274148, 48.75968696248874, 0.0], [2.367048160359053, 48.75960092640103, 0.0], [2.366247484387322, 48.75958822118113, 0.0]]}";1665.0;A02134;C01774;7;T7;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112017:T7
48.7314786945, 2.3706300474;"{""type"": ""LineString"", ""coordinates"": [[2.368378601734535, 48.72956867888716, 0.0], [2.368241412125946, 48.72991620013046, 0.0], [2.368205059527194, 48.73006641103532, 0.0], [2.36823761311248, 48.73023031379514, 0.0], [2.36831954662722, 48.73035640056167, 0.0], [2.368504895574266, 48.730498265718055, 0.0], [2.368739787588498, 48.73058898815878, 0.0], [2.371949003850754, 48.731232601437554, 0.0], [2.372050136579072, 48.73125883527463, 0.0], [2.372153221111227, 48.73130221378706, 0.0], [2.37221954497628, 48.73135111126959, 0.0], [2.372255722403326, 48.73139413777388, 0.0], [2.372278984239589, 48.731434240594496, 0.0], [2.372295701812431, 48.73148002049158, 0.0], [2.372299520904232, 48.731521448482056, 0.0], [2.372281173281796, 48.73161130852375, 0.0], [2.372172239358762, 48.731874892752394, 0.0], [2.371869764578157, 48.73260262501928, 0.0], [2.371250376223923, 48.73408816211109, 0.0]]}";1673.0;A02134;C01774;7;T7;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112017:T7
48.8977450958, 2.38719810965;"{""type"": ""LineString"", ""coordinates"": [[2.37412297552969, 48.89667381116845, 0.0], [2.374818930611102, 48.896865708299686, 0.0], [2.375445584326413, 48.89702902838996, 0.0], [2.375900379373193, 48.89714783915272, 0.0], [2.376293810477423, 48.89724763452135, 0.0], [2.376658360513129, 48.89732840342263, 0.0], [2.377022904332032, 48.89740203420142, 0.0], [2.377362172688801, 48.8974566387352, 0.0], [2.377878289584649, 48.897532591757866, 0.0], [2.378289728606982, 48.89758002777298, 0.0], [2.378683120433279, 48.89762033249879, 0.0], [2.379152292562753, 48.89765584784654, 0.0], [2.37957454059956, 48.89767948292994, 0.0], [2.380108662674742, 48.897705452903956, 0.0], [2.381418698487198, 48.89775728944898, 0.0], [2.382472507283918, 48.89780207738675, 0.0], [2.382992194458232, 48.89782328181689, 0.0], [2.383591271275544, 48.897842069683506, 0.0], [2.384064042196673, 48.89786090918635, 0.0], [2.384442970317296, 48.8978655095026, 0.0], [2.384789418078747, 48.89786774294937, 0.0], [2.387925444273986, 48.89784733806379, 0.0], [2.388820421101058, 48.89784217277669, 0.0], [2.389628789129359, 48.897839420144976, 0.0], [2.390422717423798, 48.89783191032933, 0.0], [2.391483710550859, 48.89783854166949, 0.0], [2.394341940227716, 48.89789185470043, 0.0], [2.39740225604469, 48.89793309172566, 0.0], [2.397979671764541, 48.89793991938611, 0.0], [2.398355011671776, 48.89795875222289, 0.0], [2.398683432624051, 48.89797522863239, 0.0], [2.399051570105814, 48.89800595970357, 0.0], [2.400361703159176, 48.898112306280396, 0.0]]}";1675.0;A01843;C01729;E;RER E;RER E;RER;1;0;1;0;0;0;0;1.0;800:E
49.1322725647, 2.49795074004;"{""type"": ""LineString"", ""coordinates"": [[2.490178985421196, 49.13828637527201, 0.0], [2.490349291561337, 49.13809403642042, 0.0], [2.490996953887674, 49.13739531446677, 0.0], [2.491242397352285, 49.13714515520918, 0.0], [2.491953530408366, 49.1364580011712, 0.0], [2.492361045727361, 49.136089368274625, 0.0], [2.492918001003793, 49.13562060039208, 0.0], [2.493404151972852, 49.13524019941674, 0.0], [2.493791562554617, 49.13494154196967, 0.0], [2.494196757930338, 49.13464951961561, 0.0], [2.494642485778367, 49.1343341248341, 0.0], [2.495402343475325, 49.13383008963637, 0.0], [2.497071506114415, 49.13274185163363, 0.0], [2.498489816409119, 49.131805504662964, 0.0], [2.499872647718742, 49.13090083560325, 0.0], [2.501379539620796, 49.12992102235472, 0.0], [2.502731858205192, 49.129031350774675, 0.0], [2.504165156232819, 49.12808658330806, 0.0], [2.50511726379409, 49.12745395682368, 0.0], [2.505884114233885, 49.12695040939013, 0.0], [2.506143689252232, 49.12678094198271, 0.0]]}";1678.0;A01842;C01728;D;TER;SNCF NORD;RER;1;1;0;0;0;0;0;1.0;800:TER
49.0085002407, 2.43915770712;"{""type"": ""LineString"", ""coordinates"": [[2.462168966135235, 49.023161999031025, 0.0], [2.461637819177708, 49.02282008129321, 0.0], [2.45957424580728, 49.02151246167271, 0.0], [2.458646604677116, 49.020909096479514, 0.0], [2.456298742943019, 49.01943637087454, 0.0], [2.453672021568733, 49.01777353475143, 0.0], [2.451650448321431, 49.01648359096697, 0.0], [2.449263121727429, 49.014970312375645, 0.0], [2.446806447041264, 49.01336683260676, 0.0], [2.444355532290668, 49.011802960739466, 0.0], [2.441997629978844, 49.010308538791975, 0.0], [2.439821045732223, 49.008973321067614, 0.0], [2.431601326313747, 49.00364952227296, 0.0], [2.429092201685547, 49.002097854666516, 0.0], [2.426775049581427, 49.00062926036458, 0.0], [2.424791094503519, 48.99936974502618, 0.0], [2.422666062298229, 48.99802226604768, 0.0], [2.421862399551127, 48.9975017869719, 0.0], [2.421084063973647, 48.996981284987235, 0.0], [2.420392605158946, 48.996505921330645, 0.0], [2.419311335005715, 48.99575754727189, 0.0], [2.418413610427097, 48.99516335241997, 0.0], [2.416512197885109, 48.99398531664587, 0.0], [2.416187488926984, 48.99377714689271, 0.0]]}";1684.0;A01842;C01728;D;TER;SNCF NORD;RER;1;1;0;0;0;0;0;1.0;800:TER
49.0281712023, 2.4701018556;"{""type"": ""LineString"", ""coordinates"": [[2.478033365115083, 49.033182769031264, 0.0], [2.476579460789503, 49.03226199604023, 0.0], [2.475261556334177, 49.031422443060364, 0.0], [2.472731440110162, 49.02982654697679, 0.0], [2.470186920742401, 49.028194922678715, 0.0], [2.467773230317047, 49.026717749750894, 0.0], [2.466044492685873, 49.02562045194961, 0.0], [2.46386288351023, 49.02425238540592, 0.0], [2.463418001262921, 49.02396601912603, 0.0], [2.462168966135235, 49.023161999031025, 0.0]]}";1687.0;A01842;C01728;D;TER;SNCF NORD;RER;1;1;0;0;0;0;0;1.0;800:TER
48.9548857591, 2.34373971162;"{""type"": ""LineString"", ""coordinates"": [[2.343461279526826, 48.9527263298977, 0.0], [2.343543842597136, 48.952968759185346, 0.0], [2.343604357447491, 48.953154677873826, 0.0], [2.343672107701491, 48.953626156815574, 0.0], [2.343777668372663, 48.954193489882634, 0.0], [2.343759019268076, 48.954468913789846, 0.0], [2.343748745618755, 48.95459591379836, 0.0], [2.343762278674679, 48.95472589928028, 0.0], [2.343791131112674, 48.954844547847195, 0.0], [2.343860121294246, 48.95504621641696, 0.0], [2.344093997830418, 48.95575272738306, 0.0], [2.344095770462976, 48.955759915626984, 0.0], [2.344097381284976, 48.955769502776704, 0.0], [2.344098718609224, 48.95578129912876, 0.0], [2.344099670748351, 48.95579511497972, 0.0], [2.344100126014762, 48.95581076062614, 0.0], [2.344099972720628, 48.95582804636459, 0.0], [2.344099099177861, 48.9558467824916, 0.0], [2.344097393698102, 48.95586677930372, 0.0], [2.344094744592731, 48.955887847097486, 0.0], [2.344091040172863, 48.95590979616941, 0.0], [2.344086168749367, 48.95593243681596, 0.0], [2.344080018632896, 48.95595557933361, 0.0], [2.344072478133905, 48.955979034018746, 0.0], [2.344063435562712, 48.95600261116771, 0.0], [2.344052779229521, 48.95602612107681, 0.0], [2.344040397444497, 48.95604937404218, 0.0], [2.344030135364084, 48.95606586219999, 0.0], [2.344018577021754, 48.956082106605685, 0.0], [2.344005897838189, 48.95609805078339, 0.0], [2.343992273234371, 48.95611363825737, 0.0], [2.343977878631597, 48.95612881255186, 0.0], [2.343962889451472, 48.95614351719116, 0.0], [2.343947481115888, 48.95615769569972, 0.0], [2.343931829047034, 48.95617129160202, 0.0], [2.34391610866736, 48.95618424842268, 0.0], [2.343900495399573, 48.95619650968633, 0.0], [2.343885164666609, 48.9562080189178, 0.0], [2.343870291891605, 48.9562187196419, 0.0], [2.343856052497877, 48.956228555383625, 0.0], [2.343842621908867, 48.956237469667954, 0.0], [2.343830175548127, 48.95624540602001, 0.0], [2.343818888839265, 48.9562523079649, 0.0], [2.343363487637536, 48.95652300670883, 0.0], [2.34310923572538, 48.9566718460312, 0.0]]}";1704.0;A02150;C01795;8;T8;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112018:T8
48.9372688532, 2.34608259185;"{""type"": ""LineString"", ""coordinates"": [[2.345207505927952, 48.93968870865853, 0.0], [2.345153204675653, 48.93952637728393, 0.0], [2.345092574339443, 48.939350449177844, 0.0], [2.345086845659963, 48.93928903006254, 0.0], [2.345079130466015, 48.9392133239564, 0.0], [2.345084650571082, 48.93911913163801, 0.0], [2.345103298073819, 48.939015017293485, 0.0], [2.345135953472966, 48.93883103400138, 0.0], [2.345405286912643, 48.937748943610174, 0.0], [2.345437257873819, 48.93761920477691, 0.0], [2.345510218920342, 48.93750396591276, 0.0], [2.345608949941572, 48.93740742714754, 0.0], [2.346265505710323, 48.936894212177535, 0.0], [2.3462831869251, 48.93688007223157, 0.0], [2.34630090590317, 48.93686484609255, 0.0], [2.34631860082114, 48.93684865801307, 0.0], [2.346336209855856, 48.936831632245905, 0.0], [2.346353671184428, 48.93681389304374, 0.0], [2.346370922984224, 48.9367955646594, 0.0], [2.346387903432878, 48.93677677134569, 0.0], [2.346404550708289, 48.936757637355505, 0.0], [2.346420802988624, 48.93673828694169, 0.0], [2.346436598452301, 48.936718844357266, 0.0], [2.346451875277991, 48.93669943385518, 0.0], [2.346466571644606, 48.93668017968846, 0.0], [2.346480625731282, 48.93666120611014, 0.0], [2.346493975717361, 48.93664263737331, 0.0], [2.346506559782367, 48.93662459773106, 0.0], [2.346518316105997, 48.936607211436545, 0.0], [2.34653469666238, 48.936581850313125, 0.0], [2.346549746579165, 48.936557140374596, 0.0], [2.346563592118733, 48.93653308457639, 0.0], [2.346576359543157, 48.93650968587372, 0.0], [2.346588175114185, 48.93648694722183, 0.0], [2.346599165093282, 48.936464871575865, 0.0], [2.346609455741631, 48.936443461890875, 0.0], [2.346619173320153, 48.93642272112189, 0.0], [2.346628444089522, 48.93640265222381, 0.0], [2.346637394310183, 48.936383258151615, 0.0], [2.346646150242365, 48.93636454186012, 0.0], [2.346654838146102, 48.9363465063042, 0.0], [2.34666358428124, 48.936329154438596, 0.0], [2.346672514907465, 48.936312489218096, 0.0], [2.346681756284312, 48.93629651359739, 0.0], [2.34669143467119, 48.93628123053115, 0.0], [2.346833718555854, 48.93608187254817, 0.0], [2.346981923373608, 48.93589899367728, 0.0], [2.34706439073205, 48.93580783444848, 0.0], [2.34715596151151, 48.93572957914767, 0.0], [2.347301792831563, 48.93562712540774, 0.0], [2.347516151689879, 48.93548911087054, 0.0], [2.347862407755533, 48.93526614581903, 0.0]]}";1707.0;A02150;C01795;8;T8;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;100112018:T8
48.9603467058, 2.35462757454;"{""type"": ""LineString"", ""coordinates"": [[2.365842107661724, 48.96016288691666, 0.0], [2.365152234397057, 48.96017713457, 0.0], [2.363979464718209, 48.9601985191772, 0.0], [2.362656624878208, 48.96022956491416, 0.0], [2.359149100845658, 48.96044404297449, 0.0], [2.355974125639671, 48.96064592922915, 0.0], [2.354839563206529, 48.96064458927774, 0.0], [2.353474414823587, 48.960589650246256, 0.0], [2.350485235425912, 48.96037839262421, 0.0], [2.346568050397516, 48.96012060741652, 0.0], [2.343414543882292, 48.96003376394423, 0.0]]}";1709.0;A02225;C01999;11;T11;TRAMWAY;Tramway;0;0;0;0;1;0;0;1.0;800:T11
