Address;Cars;Bluecar counter;Utilib counter;Utilib 1.4 counter;Charge Slots;Charging Status;City;Displayed comment;ID;Kind;Geo point;Postal code;Public name;Rental status;Scheduled at;Slots;Station type;Status;Subscription status
143 Avenue Émile Zola;3;3;0;0;0;operational;Paris;;paris-emilezola-143;STATION;48.8471694, 2.2953347;75015;Paris/Émile Zola/143;operational;;2;station;ok;nonexistent
120 Rue Ordener;0;0;0;0;1;operational;Paris;;paris-ordener-120;STATION;48.8932768, 2.3394999;75018;Paris/Ordener/120;operational;;5;station;ok;nonexistent
24 Avenue d'Iéna;2;2;0;1;0;nonexistent;Paris;;paris-iena-24;STATION;48.8653828, 2.2945784;75016;Paris/Iéna/24;operational;;1;station;ok;nonexistent
9 avenue Arblade;1;1;0;0;0;nonexistent;Malakoff;;malakoff-arblade-9;STATION;48.8180219, 2.2918859;92240;Malakoff/Arblade/9;operational;;3;station;ok;nonexistent
60 Avenue du Président Franklin Roosevelt;7;7;0;0;0;operational;Sceaux;;sceaux-franklinroosevelt-60;STATION;48.7771124, 2.2965901;92330;Sceaux/Franklin Roosevelt/60;operational;;0;station;ok;nonexistent
28 Rue Anatole France;4;4;0;0;0;nonexistent;Chaville;;chaville-anatolefrance-28;STATION;48.8038815, 2.1883009;92370;Chaville/Anatole France/28;operational;;2;station;ok;nonexistent
88 rue de Bercy;0;0;0;0;1;operational;Paris;;paris-bercy-88;STATION;48.8382761, 2.3816754;75012;Paris/Bercy/88;operational;;6;station;ok;nonexistent
119 avenue de Flandre;0;0;0;0;2;operational;Paris;;paris-flandre-119;STATION;48.891659, 2.3775942;75019;Paris/Flandre/119;operational;;6;station;ok;nonexistent
76 rue Botzaris;1;1;0;0;0;nonexistent;Paris;;paris-botzaris-76;STATION;48.8794816, 2.388647;75019;Paris/Botzaris/76;operational;;3;station;ok;nonexistent
143 avenue Roger Salengro;4;4;0;1;0;nonexistent;Châtenay-Malabry;;chatenaymalabry-rogersalengro-143;STATION;48.76465, 2.27218652;92290;Châtenay-Malabry/Roger Salengro/143;operational;;1;station;ok;nonexistent
24 boulevard Paul Vaillant Couturier;5;5;0;0;0;nonexistent;Drancy;;drancy-couturier-24;SPACE;48.9222845, 2.4476628;93700;Drancy/Couturier/24;operational;;1;full_station;ok;operational
4 Rue de Montfaucon;0;0;0;0;0;nonexistent;Paris;;paris-montfaucon-4;STATION;48.85273, 2.335816;75006;Paris/Montfaucon/4;operational;;2;station;ok;nonexistent
137 Rue des Pyrénées;2;2;0;0;1;operational;Paris;;paris-pyrenees-137;SPACE;48.85844, 2.402911;75020;Paris/Pyrénées/137;operational;;3;full_station;ok;operational
36 Rue des Saussaies;5;5;0;0;0;nonexistent;Cachan;;cachan-saussaies-36;STATION;48.7862756, 2.3403992;94230;Cachan/Saussaies/36;operational;;1;station;ok;nonexistent
58 Avenue de la Division Leclerc;2;2;0;0;0;nonexistent;Cachan;;cachan-divisionleclerc-58;STATION;48.785493, 2.3288415;94230;Cachan/Division Leclerc/58;operational;;3;station;ok;nonexistent
22 Avenue Jean Jaurès;2;2;0;1;0;nonexistent;Issy-les-Moulineaux;;issylesmoulineaux-jeanjaures-22;STATION;48.8229419, 2.2755104;92130;Issy-les-Moulineaux/Jean Jaurès/22;operational;;0;station;ok;nonexistent
94 Rue Paul Vaillant Couturier;5;5;0;1;0;nonexistent;Nanterre;;nanterre-paulvaillantcouturier-94;STATION;48.8829721, 2.2040354;92000;Nanterre/Paul Vaillant Couturier/94;operational;;0;station;ok;nonexistent
17 Rue Custine;3;3;0;1;0;operational;Paris;;paris-custine-17;STATION;48.8883596, 2.3480345;75018;Paris/Custine/17;operational;;2;station;ok;nonexistent
97 Rue Roger Salengro;6;6;0;0;0;nonexistent;Drancy;;drancy-rogersalengro-97;STATION;48.9166381, 2.4362063;93700;Drancy/Roger Salengro/97;operational;;0;station;ok;nonexistent
77 Rue Nationale;5;5;0;0;0;operational;Paris;;paris-nationale-77;STATION;48.8268565, 2.3665764;75013;Paris/Nationale/77;operational;;0;station;ok;nonexistent
12 Rue des Pyramides;3;3;0;0;1;operational;Paris;;paris-pyramides-12;STATION;48.8648594, 2.3329713;75001;Paris/Pyramides/12;operational;;2;station;ok;nonexistent
230 Rue de Vaugirard;0;0;0;0;1;operational;Paris;;paris-vaugirard-230;STATION;48.8404209, 2.3042578;75015;Paris/Vaugirard/230;operational;;5;station;ok;nonexistent
61 Avenue de Flandre;0;0;0;0;0;broken;Paris;;paris-flandre-61;STATION;48.888195, 2.3730799;75019;Paris/Flandre/61;broken;;0;station;closed;nonexistent
5 Rue Jean Marin Naudin;0;0;0;0;0;nonexistent;Bagneux;;bagneux-jeanmarinnaudin-5;STATION;48.8059298, 2.3143019;92220;Bagneux/Jean Marin Naudin/5;operational;;1;station;ok;nonexistent
33 Avenue Jules Quentin;2;2;0;0;0;nonexistent;Nanterre;;nanterre-julesquentin-33;STATION;48.8953323, 2.1910555;92000;Nanterre/Jules Quentin/33;operational;;4;station;ok;nonexistent
4 Rue Auguste Perret;1;1;0;0;0;nonexistent;Rueil-Malmaison;;rueilmalmaison-augusteperret-4;STATION;48.8893048, 2.1678526;92500;Rueil-Malmaison/Auguste Perret/4;operational;;1;station;ok;nonexistent
32 avenue François Vincent Raspail;1;1;0;0;0;nonexistent;Arcueil;;arcueil-francoisvincentraspail-32;STATION;48.8052961, 2.3374929;94110;Arcueil/François Vincent Raspail/32;operational;;5;station;ok;nonexistent
16 Avenue du Maréchal Lyautey;4;4;0;0;0;nonexistent;Créteil;;creteil-marechallyautey-16;STATION;48.791297, 2.44581;94000;Créteil/Maréchal Lyautey/16;operational;;2;station;ok;nonexistent
26 Avenue Duquesne;2;2;0;1;0;operational;Paris;;paris-duquesne-26;STATION;48.8511276, 2.3106373;75007;Paris/Duquesne/26;operational;;2;station;ok;nonexistent
16 Avenue Henri Barbusse;2;2;0;0;0;nonexistent;Colombes;;colombes-henribarbusse-16;STATION;48.92257, 2.25258;92700;Colombes/Henri Barbusse/16;operational;;3;station;ok;nonexistent
81 Avenue Bosquet;5;5;0;0;0;operational;Paris;;paris-bosquet-81;STATION;48.8553541, 2.305473;75007;Paris/Bosquet/81;operational;;1;station;ok;nonexistent
13 Rue des Peupliers;4;4;0;1;0;nonexistent;Nanterre;;nanterre-peupliers-13;STATION;48.91278, 2.215178;92000;Nanterre/Peupliers/13;operational;;0;station;ok;nonexistent
19 rue Tronchet;4;4;0;0;1;operational;Paris;;paris-tronchet-19;STATION;48.87236, 2.326167;75008;Paris/Tronchet/19;operational;;2;station;ok;nonexistent
12 rue Chernoviz;4;4;0;0;0;nonexistent;Paris;;paris-chernoviz-12;STATION;48.85775, 2.281404;75016;Paris/Chernoviz/12;operational;;0;station;ok;nonexistent
7 rue Marcadet;5;5;0;0;0;operational;Paris;;paris-marcadet-7;STATION;48.8903813, 2.3548773;75018;Paris/Marcadet/7;operational;;0;station;ok;nonexistent
2 rue de Fleurus;0;0;0;0;1;operational;Paris;;paris-fleurus-2;STATION;48.8471079, 2.3321208;75006;Paris/Fleurus/2;operational;;2;station;ok;nonexistent
4 rue de Constantinople;0;0;0;0;0;operational;Paris;;paris-constantinople-4;STATION;48.8797479, 2.3214351;75008;Paris/Constantinople/4;operational;;3;station;ok;nonexistent
231 rue des Pyrénées;1;1;0;0;0;nonexistent;Paris;;paris-pyrenees-231;STATION;48.8638511, 2.3991848;75020;Paris/Pyrénées/231;operational;;3;station;ok;nonexistent
5 rue Frédéric Loliée;4;4;0;0;0;operational;Paris;;paris-fredericloliee-5;STATION;48.8495131, 2.4061582;75020;Paris/Frédéric Loliée/5;operational;;1;station;ok;nonexistent
1 rue Jules Lefèbvre;1;1;0;0;2;operational;Paris;;paris-juleslefebvre-1;STATION;48.8804478, 2.3283632;75009;Paris/Jules Lefèbvre/1;operational;;5;station;ok;nonexistent
33 rue Crozatier;3;3;0;0;1;operational;Paris;;paris-crozatier-33;STATION;48.8470504, 2.3815222;75012;Paris/Crozatier/33;operational;;3;station;ok;nonexistent
15 bis rue de Tolbiac;0;0;0;0;0;nonexistent;Paris;;paris-tolbiac-15;STATION;48.8292818, 2.3744385;75013;Paris/Tolbiac/15;broken;;0;station;closed;nonexistent
37 avenue Georges Pompidou;1;1;0;0;0;nonexistent;Suresnes;;suresnes-georgespompidou-37;STATION;48.8755464, 2.2319905;92150;Suresnes/Georges Pompidou/37;operational;;4;station;ok;nonexistent
125 rue Diderot;5;5;0;0;0;nonexistent;Drancy;;drancy-diderot-125;STATION;48.9196895, 2.4288043;93700;Drancy/Diderot/125;operational;;0;station;ok;nonexistent
7 rue La Fayette;5;5;0;0;0;operational;Paris;;paris-lafayette-7;STATION;48.87357, 2.3348418;75009;Paris/La Fayette/7;operational;;0;station;ok;nonexistent
21 rue Fernand Braudel;1;1;1;0;0;nonexistent;Paris;;paris-fernandbraudel-21;STATION;48.8362302, 2.3724643;75013;Paris/Fernand Braudel/21;operational;;1;station;ok;nonexistent
79 rue du Chevaleret;2;2;0;0;0;operational;Paris;;paris-chevaleret-79;STATION;48.82881, 2.376281;75013;Paris/Chevaleret/79;operational;;1;station;ok;nonexistent
11 rue Gerbert;0;0;0;0;1;operational;Paris;;paris-gerbert-11;STATION;48.8395783, 2.2986453;75015;Paris/Gerbert/11;operational;;4;station;ok;nonexistent
43 rue du Docteur Finlay;1;1;0;0;0;operational;Paris;;paris-docteurfinlay-43;STATION;48.8512259, 2.2912934;75015;Paris/Finlay/43;operational;;1;station;ok;nonexistent
162 rue Championnet;0;0;0;0;1;operational;Paris;;paris-championnet-162;STATION;48.8948847, 2.3355224;75018;Paris/Championnet/162;operational;;6;station;ok;nonexistent
17 rue Caulaincourt;1;1;0;0;0;nonexistent;Paris;;paris-caulaincourt-17;STATION;48.8872522, 2.3330069;75018;Paris/Caulaincourt/17;operational;;3;station;ok;nonexistent
1 rue de Verdun;2;2;0;0;0;nonexistent;Clamart;;clamart-verdun-1;STATION;48.813219, 2.258785;92140;Clamart/Verdun/1;operational;;1;station;ok;nonexistent
2 Boulevard de Clichy;1;1;0;0;1;operational;Paris;;paris-clichy-2;STATION;48.8822728, 2.3395493;75018;Paris/Clichy/2;operational;;2;station;ok;nonexistent
78 Avenue du Maine;4;4;0;0;0;broken;Paris;;paris-maine-78;SPACE;48.8388247, 2.3221905;75014;Paris/Maine/78;operational;;0;full_station;ok;operational
17 Avenue Victoria;0;0;0;0;0;operational;Paris;;paris-victoria-17;STATION;48.857882, 2.346828;75001;Paris/Victoria/17;operational;;2;station;ok;nonexistent
123 Rue du Faubourg Saint-Honoré;5;5;0;0;0;operational;Paris;;paris-sainthonore-123;STATION;48.87327, 2.309515;75008;Paris/Saint-Honoré/123;operational;;1;station;ok;nonexistent
112 Avenue de Versailles;4;4;0;0;0;operational;Paris;;paris-versailles-112;STATION;48.8437929, 2.2698931;75016;Paris/Versailles/112;operational;;1;station;ok;nonexistent
105 bis Rue Pelleport;3;3;0;0;0;operational;Paris;;paris-pelleport-105;STATION;48.86959, 2.400348;75020;Paris/Pelleport/105;operational;;2;station;ok;nonexistent
8 Boulevard Richard Lenoir;2;2;0;0;1;operational;Paris;;paris-richardlenoir-8;STATION;48.8545026, 2.370183;75011;Paris/Richard Lenoir/8;operational;;3;station;ok;nonexistent
126 Avenue Philippe Auguste;0;0;0;0;0;operational;Paris;;paris-philippeauguste-126;STATION;48.8577957, 2.390264;75011;Paris/Philippe Auguste/126;operational;;0;station;ok;nonexistent
6 avenue Emile Zola;3;3;0;0;0;nonexistent;Paris;;paris-emilezola-6;STATION;48.846148, 2.278533;75015;Paris/Emile Zola/6;operational;;0;station;ok;nonexistent
236 Boulevard Voltaire;1;1;0;0;1;operational;Paris;;paris-voltaire-236;STATION;48.852023, 2.389719;75011;Paris/Voltaire/236;operational;;3;station;ok;nonexistent
81 Boulevard Vincent Auriol;2;2;0;0;0;operational;Paris;;paris-vincentauriol-81;STATION;48.8344789, 2.3672062;75013;Paris/Vincent Auriol/81;operational;;1;station;ok;nonexistent
28 Avenue de la Porte de Villiers;5;5;0;1;0;operational;Paris;;paris-portedevilliers-28;STATION;48.8854246, 2.2849721;75017;Paris/Porte de Villiers/28;operational;;0;station;ok;nonexistent
181 quater Avenue de Clichy;0;0;0;0;0;nonexistent;Paris;;paris-clichy-181;STATION;48.89351, 2.314814;75017;Paris/Clichy/181;operational;;4;station;ok;nonexistent
19 Rue Émile Duclaux;1;1;0;0;0;broken;Paris;;paris-emileduclaux-19;STATION;48.842111, 2.3091306;75015;Paris/Émile Duclaux/19;operational;;3;station;ok;nonexistent
1 Avenue Marceau;3;3;0;0;1;operational;Paris;;paris-marceau-1;STATION;48.8654617, 2.2995713;75016;Paris/Marceau/1;operational;;2;station;ok;nonexistent
238 Rue du Faubourg Saint-Antoine;0;0;0;0;1;operational;Paris;;paris-saintantoine-238;STATION;48.8493367, 2.3895684;75012;Paris/Saint-Antoine/238;operational;;5;station;ok;nonexistent
23 Quai aux Fleurs;1;1;0;2;1;operational;Paris;;paris-quaiauxfleurs-23;STATION;48.8548459, 2.3505278;75004;Paris/Fleurs/23;operational;;3;station;ok;nonexistent
203 Rue du Faubourg-Saint-Martin;5;5;0;0;0;operational;Paris;;paris-faubourgsaintmartin-203;STATION;48.8801069, 2.3635391;75010;Paris/Faubourg-Saint-Martin/203;operational;;0;station;ok;nonexistent
142 Rue de Bagnolet;0;0;0;0;1;operational;Paris;;paris-bagnolet-142;STATION;48.8614319, 2.4056437;75020;Paris/Bagnolet/142;operational;;5;station;ok;nonexistent
31 avenue Hoche;2;2;0;0;0;nonexistent;Paris;;paris-hoche-31;STATION;48.8762882, 2.3011232;75008;Paris/Hoche/31;operational;;0;station;ok;nonexistent
24 rue du Château Landon;3;3;0;0;0;operational;Paris;;paris-chateaulandon-24;STATION;48.8814921, 2.3629571;75010;Paris/Château Landon/24;operational;;1;station;ok;nonexistent
108 Rue Jouffroy d'Abbans;3;3;0;0;0;operational;Paris;;paris-jouffroydabbans-108;STATION;48.8823377, 2.3018911;75017;Paris/Jouffroy d'Abbans/108;operational;;0;station;ok;nonexistent
39 Rue Notre-Dame des Champs;0;0;0;0;0;nonexistent;Paris;;paris-notredamedeschamps-39;STATION;48.8448931, 2.3292576;75006;Paris/Notre-Dame des Champs/39;operational;;1;station;ok;nonexistent
31 Bis Rue du Faubourg Montmartre;0;0;0;0;0;nonexistent;Paris;;paris-faubourgmontmartre-31;STATION;48.8738324, 2.3425629;75009;Paris/Montmartre/31;operational;;1;station;ok;nonexistent
35 Rue de Provence;0;0;0;0;0;nonexistent;Paris;;paris-provence-35;STATION;48.874155, 2.338559;75009;Paris/Provence/35;operational;;2;station;ok;nonexistent
92 Rue des Orteaux;0;0;0;0;0;nonexistent;Paris;;paris-orteaux-92;STATION;48.8557933, 2.4079711;75020;Paris/Orteaux/92;broken;;0;station;closed;nonexistent
8 Avenue de la Porte de Montrouge;0;0;0;0;1;operational;Paris;;paris-portedemontrouge-8;STATION;48.8230593, 2.322823;75014;Paris/Porte de Montrouge/8;operational;;2;station;ok;nonexistent
1 rue Chazelles;1;1;0;0;0;nonexistent;Paris;;paris-chazelles-1;STATION;48.87959, 2.303352;75017;Paris/Chazelles/1;operational;;0;station;ok;nonexistent
2 Rue Fabre d'Églantine;4;4;0;0;1;operational;Paris;;paris-fabredeglantine-2;STATION;48.8455775, 2.3953738;75012;Paris/Fabre d'Églantine/2;operational;;1;station;ok;nonexistent
12 Rue Gouthière;0;0;0;0;1;operational;Paris;;paris-gouthiere-12;STATION;48.8204223, 2.3512076;75013;Paris/Gouthière/12;operational;;4;station;ok;nonexistent
30 Quai de Dion Bouton;4;4;0;0;0;operational;Puteaux;;puteaux-dionbouton-30;SPACE;48.8807168, 2.2450631;92800;Puteaux/Dion Bouton/30;operational;;2;full_station;ok;operational
178 Rue Lecourbe;1;1;0;0;1;operational;Paris;;paris-lecourbe-178;STATION;48.8412037, 2.2977543;75015;Paris/Lecourbe/178;operational;;3;station;ok;nonexistent
2 Avenue Albert 1er;4;4;0;0;0;nonexistent;Rueil-Malmaison;;rueilmalmaison-albert1er-2;STATION;48.88034, 2.180216;92500;Rueil-Malmaison/Albert 1er/2;operational;;0;station;ok;nonexistent
70 Avenue Paul Langevin;0;0;0;0;0;nonexistent;Fontenay-aux-Roses;;fontenayauxroses-paullangevin-70;STATION;48.7835391, 2.2830741;92260;Fontenay-aux-Roses/Paul Langevin/70;operational;;5;station;ok;nonexistent
19 Avenue Gambetta;6;6;0;0;0;operational;Paris;;paris-gambetta-19;STATION;48.8637, 2.390714;75020;Paris/Gambetta/19;operational;;0;station;ok;nonexistent
89 Rue des Pyrénées;4;4;0;0;1;operational;Paris;;paris-pyrenees-89;STATION;48.854194, 2.405656;75020;Paris/Pyrénées/89;operational;;2;station;ok;nonexistent
4 Avenue Secrétan;6;6;0;0;0;operational;Paris;;paris-secretan-4;STATION;48.8821756, 2.3708912;75019;Paris/Secrétan/4;operational;;0;station;ok;nonexistent
1 Rue Ordener;4;4;0;0;0;operational;Paris;;paris-ordener-1;STATION;48.89022, 2.359383;75018;Paris/Ordener/1;operational;;0;station;ok;nonexistent
46 Quai Henri IV;0;0;0;0;1;operational;Paris;;paris-henriiv-46;STATION;48.8504593, 2.3615731;75004;Paris/Henri IV/46;operational;;5;station;ok;nonexistent
42 avenue du Général de Gaulle;0;0;1;0;0;nonexistent;Maisons-Alfort;;maisonsalfort-generaldegaulle-42;SPACE;48.8138166, 2.4212353;94700;Maisons-Alfort/De Gaulle/42;operational;;5;full_station;ok;operational
422 Rue Saint-Honoré;3;3;0;0;0;operational;Paris;;paris-sainthonore-422;STATION;48.8683003, 2.3237257;75008;Paris/Saint-Honoré/422;operational;;0;station;ok;nonexistent
4 Rue Louis Sallé;0;0;0;0;0;nonexistent;Limeil-Brévannes;;limeilbrevannes-louissalle-4;SPACE;48.75014, 2.489249;94450;Limeil-Brévannes/Louis Sallé/4;operational;;5;full_station;ok;operational
38 Avenue de la France Libre;0;0;0;0;0;nonexistent;Créteil;;creteil-francelibre-38;SPACE;48.778891, 2.455066;94000;Créteil/France Libre/38;operational;;6;full_station;ok;broken
88 Avenue Ledru-Rollin;0;0;0;0;2;operational;Paris;;paris-ledrurollin-88;STATION;48.8506483, 2.3754501;75012;Paris/Ledru-Rollin/88;operational;;5;station;ok;nonexistent
80 rue de Reuilly;4;4;0;0;0;nonexistent;Paris;;paris-reuilly-80;STATION;48.8431101, 2.3912439;75012;Paris/Reuilly/80;operational;;1;station;ok;nonexistent
125 Avenue Louis Roche;1;1;0;1;0;nonexistent;Gennevilliers;;gennevilliers-louisroche-125;STATION;48.9269437, 2.3143339;92230;Gennevilliers/Louis Roche/125;operational;;4;station;ok;nonexistent
2 Avenue de Suffren;2;2;0;0;0;nonexistent;Paris;;paris-suffren-2;STATION;48.857, 2.2917;75015;Paris/Suffren/2;operational;;2;station;ok;nonexistent
180 Avenue Victor Hugo;6;6;0;0;0;operational;Paris;;paris-victorhugo-180;STATION;48.8658188, 2.2762194;75016;Paris/Victor Hugo/180;operational;;0;station;ok;nonexistent
80 Rue de Dantzig;1;1;0;0;2;operational;Paris;;paris-dantzig-80;STATION;48.8304, 2.295999;75015;Paris/Dantzig/80;operational;;4;station;ok;nonexistent
29 Avenue Georges Pompidou;4;4;0;0;0;operational;Villeneuve-la-Garenne;;villeneuvelagarenne-pompidou-29;STATION;48.9418303, 2.3235384;92390;Villeneuve-la-Garenne/Pompidou/29;operational;;0;station;ok;nonexistent
1 Place de la République;1;1;0;0;0;nonexistent;Levallois-Perret;Station en parking (niv -1), accès rue Wilson;levalloisperret-hoteldeville-parking;PARKING;48.89331, 2.28894;92300;Levallois-Perret/Hôtel de Ville/Parking;operational;;4;station;ok;nonexistent
2 bis Place du 8 mai 1945;5;5;0;0;0;nonexistent;Rueil-Malmaison;;rueilmalmaison-8mai1945-2;STATION;48.8713591, 2.20283;92500;Rueil-Malmaison/8 mai 1945/2;operational;;1;station;ok;nonexistent
134 boulevard National;4;4;1;0;0;nonexistent;Nanterre;;nanterre-national-134;STATION;48.88835, 2.184296;92000;Nanterre/National/134;operational;;0;station;ok;nonexistent
105 Avenue Jean Jaurès;6;6;0;0;0;nonexistent;Drancy;;drancy-jeanjaures-105;STATION;48.919047, 2.453108;93700;Drancy/Jean Jaurès/105;operational;;0;station;ok;nonexistent
4 rue Massenet;5;5;0;0;0;operational;Courbevoie;;courbevoie-massenet-4;SPACE;48.89618, 2.25603056;92400;Courbevoie/Massenet/4;operational;;0;full_station;ok;broken
Place Montgolfier - Parking Montgolfier;4;4;0;0;0;nonexistent;Saint-Maurice;;saintmaurice-montgolfier-parking;PARKING;48.81503, 2.45917;94410;Saint-Maurice/Montgolfier/Parking;operational;;2;station;ok;nonexistent
1 place du 8 mai 1945;6;6;0;0;0;nonexistent;Joinville-le-Pont;;joinvillelepont-8mai1945-1;SPACE;48.8168, 2.466878;94340;Joinville-le-Pont/8 mai 1945/1;operational;;0;full_station;ok;operational
122 Rue Ménilmontant;1;1;0;0;1;operational;Paris;;paris-menilmontant-122;STATION;48.8699519, 2.3952568;75020;Paris/Ménilmontant/122;operational;;4;station;ok;nonexistent
46 Rue du Général Leclerc;0;0;0;0;0;nonexistent;Issy-les-Moulineaux;;issylesmoulineaux-generalleclerc-46;SPACE;48.824901, 2.2752102;92130;Issy-les-Moulineaux/Leclerc/46;broken;;0;full_station;closed;broken
3 Rue du Transvaal;1;1;0;0;0;nonexistent;La Garenne-Colombes;;lagarennecolombes-transvaal-3;STATION;48.91354, 2.25703;92250;La Garenne-Colombes/Transvaal/3;operational;;5;station;ok;nonexistent
8 rue de Lyon;3;3;0;0;0;nonexistent;Paris;;paris-lyon-8;STATION;48.8472262, 2.3720676;75012;Paris/Lyon/8;operational;;0;station;ok;nonexistent
101 Avenue du Général Leclerc;3;3;0;0;1;operational;Paris;;paris-generalleclerc-101;STATION;48.8256986, 2.3263394;75014;Paris/Leclerc/101;operational;;3;station;ok;nonexistent
108 Rue Balard;2;2;0;0;0;operational;Paris;;paris-balard-108;STATION;48.83731, 2.278682;75015;Paris/Balard/108;operational;;0;station;ok;nonexistent
2 Rue de l'Amiral Coligny;5;5;0;0;0;operational;Paris;;paris-amiralcoligny-2;STATION;48.85971, 2.34024;75001;Paris/Amiral Coligny/2;operational;;0;station;ok;nonexistent
